,path,image,label
1044,Data/COVID-19/COVID-19 (1045).png,1045,COVID-19
1045,Data/COVID-19/COVID-19 (1046).png,1046,COVID-19
1046,Data/COVID-19/COVID-19 (1047).png,1047,COVID-19
1047,Data/COVID-19/COVID-19 (1048).png,1048,COVID-19
1048,Data/COVID-19/COVID-19 (1049).png,1049,COVID-19
1049,Data/COVID-19/COVID-19 (1050).png,1050,COVID-19
1050,Data/COVID-19/COVID-19 (1051).png,1051,COVID-19
1051,Data/COVID-19/COVID-19 (1052).png,1052,COVID-19
1052,Data/COVID-19/COVID-19 (1053).png,1053,COVID-19
1053,Data/COVID-19/COVID-19 (1054).png,1054,COVID-19
1054,Data/COVID-19/COVID-19 (1055).png,1055,COVID-19
1055,Data/COVID-19/COVID-19 (1056).png,1056,COVID-19
1056,Data/COVID-19/COVID-19 (1057).png,1057,COVID-19
1057,Data/COVID-19/COVID-19 (1058).png,1058,COVID-19
1058,Data/COVID-19/COVID-19 (1059).png,1059,COVID-19
1059,Data/COVID-19/COVID-19 (1060).png,1060,COVID-19
1060,Data/COVID-19/COVID-19 (1061).png,1061,COVID-19
1061,Data/COVID-19/COVID-19 (1062).png,1062,COVID-19
1062,Data/COVID-19/COVID-19 (1063).png,1063,COVID-19
1063,Data/COVID-19/COVID-19 (1064).png,1064,COVID-19
1064,Data/COVID-19/COVID-19 (1065).png,1065,COVID-19
1065,Data/COVID-19/COVID-19 (1066).png,1066,COVID-19
1066,Data/COVID-19/COVID-19 (1067).png,1067,COVID-19
1067,Data/COVID-19/COVID-19 (1068).png,1068,COVID-19
1068,Data/COVID-19/COVID-19 (1069).png,1069,COVID-19
1069,Data/COVID-19/COVID-19 (1070).png,1070,COVID-19
1070,Data/COVID-19/COVID-19 (1071).png,1071,COVID-19
1071,Data/COVID-19/COVID-19 (1072).png,1072,COVID-19
1072,Data/COVID-19/COVID-19 (1073).png,1073,COVID-19
1073,Data/COVID-19/COVID-19 (1074).png,1074,COVID-19
1074,Data/COVID-19/COVID-19 (1075).png,1075,COVID-19
1075,Data/COVID-19/COVID-19 (1076).png,1076,COVID-19
1076,Data/COVID-19/COVID-19 (1077).png,1077,COVID-19
1077,Data/COVID-19/COVID-19 (1078).png,1078,COVID-19
1078,Data/COVID-19/COVID-19 (1079).png,1079,COVID-19
1079,Data/COVID-19/COVID-19 (1080).png,1080,COVID-19
1080,Data/COVID-19/COVID-19 (1081).png,1081,COVID-19
1081,Data/COVID-19/COVID-19 (1082).png,1082,COVID-19
1082,Data/COVID-19/COVID-19 (1083).png,1083,COVID-19
1083,Data/COVID-19/COVID-19 (1084).png,1084,COVID-19
1084,Data/COVID-19/COVID-19 (1085).png,1085,COVID-19
1085,Data/COVID-19/COVID-19 (1086).png,1086,COVID-19
1086,Data/COVID-19/COVID-19 (1087).png,1087,COVID-19
1087,Data/COVID-19/COVID-19 (1088).png,1088,COVID-19
1088,Data/COVID-19/COVID-19 (1089).png,1089,COVID-19
1089,Data/COVID-19/COVID-19 (1090).png,1090,COVID-19
1090,Data/COVID-19/COVID-19 (1091).png,1091,COVID-19
1091,Data/COVID-19/COVID-19 (1092).png,1092,COVID-19
1092,Data/COVID-19/COVID-19 (1093).png,1093,COVID-19
1093,Data/COVID-19/COVID-19 (1094).png,1094,COVID-19
1094,Data/COVID-19/COVID-19 (1095).png,1095,COVID-19
1095,Data/COVID-19/COVID-19 (1096).png,1096,COVID-19
1096,Data/COVID-19/COVID-19 (1097).png,1097,COVID-19
1097,Data/COVID-19/COVID-19 (1098).png,1098,COVID-19
1098,Data/COVID-19/COVID-19 (1099).png,1099,COVID-19
1099,Data/COVID-19/COVID-19 (1100).png,1100,COVID-19
1100,Data/COVID-19/COVID-19 (1101).png,1101,COVID-19
1101,Data/COVID-19/COVID-19 (1102).png,1102,COVID-19
1102,Data/COVID-19/COVID-19 (1103).png,1103,COVID-19
1103,Data/COVID-19/COVID-19 (1104).png,1104,COVID-19
1104,Data/COVID-19/COVID-19 (1105).png,1105,COVID-19
1105,Data/COVID-19/COVID-19 (1106).png,1106,COVID-19
1106,Data/COVID-19/COVID-19 (1107).png,1107,COVID-19
1107,Data/COVID-19/COVID-19 (1108).png,1108,COVID-19
1108,Data/COVID-19/COVID-19 (1109).png,1109,COVID-19
1109,Data/COVID-19/COVID-19 (1110).png,1110,COVID-19
1110,Data/COVID-19/COVID-19 (1111).png,1111,COVID-19
1111,Data/COVID-19/COVID-19 (1112).png,1112,COVID-19
1112,Data/COVID-19/COVID-19 (1113).png,1113,COVID-19
1113,Data/COVID-19/COVID-19 (1114).png,1114,COVID-19
1114,Data/COVID-19/COVID-19 (1115).png,1115,COVID-19
1115,Data/COVID-19/COVID-19 (1116).png,1116,COVID-19
1116,Data/COVID-19/COVID-19 (1117).png,1117,COVID-19
1117,Data/COVID-19/COVID-19 (1118).png,1118,COVID-19
1118,Data/COVID-19/COVID-19 (1119).png,1119,COVID-19
1119,Data/COVID-19/COVID-19 (1120).png,1120,COVID-19
1120,Data/COVID-19/COVID-19 (1121).png,1121,COVID-19
1121,Data/COVID-19/COVID-19 (1122).png,1122,COVID-19
1122,Data/COVID-19/COVID-19 (1123).png,1123,COVID-19
1123,Data/COVID-19/COVID-19 (1124).png,1124,COVID-19
1124,Data/COVID-19/COVID-19 (1125).png,1125,COVID-19
1125,Data/COVID-19/COVID-19 (1126).png,1126,COVID-19
1126,Data/COVID-19/COVID-19 (1127).png,1127,COVID-19
1127,Data/COVID-19/COVID-19 (1128).png,1128,COVID-19
1128,Data/COVID-19/COVID-19 (1129).png,1129,COVID-19
1129,Data/COVID-19/COVID-19 (1130).png,1130,COVID-19
1130,Data/COVID-19/COVID-19 (1131).png,1131,COVID-19
1131,Data/COVID-19/COVID-19 (1132).png,1132,COVID-19
1132,Data/COVID-19/COVID-19 (1133).png,1133,COVID-19
1133,Data/COVID-19/COVID-19 (1134).png,1134,COVID-19
1134,Data/COVID-19/COVID-19 (1135).png,1135,COVID-19
1135,Data/COVID-19/COVID-19 (1136).png,1136,COVID-19
1136,Data/COVID-19/COVID-19 (1137).png,1137,COVID-19
1137,Data/COVID-19/COVID-19 (1138).png,1138,COVID-19
1138,Data/COVID-19/COVID-19 (1139).png,1139,COVID-19
1139,Data/COVID-19/COVID-19 (1140).png,1140,COVID-19
1140,Data/COVID-19/COVID-19 (1141).png,1141,COVID-19
1141,Data/COVID-19/COVID-19 (1142).png,1142,COVID-19
1142,Data/COVID-19/COVID-19 (1143).png,1143,COVID-19
1143,Data/NORMAL/NORMAL (1).png,1,NORMAL
1144,Data/NORMAL/NORMAL (2).png,2,NORMAL
1145,Data/NORMAL/NORMAL (3).png,3,NORMAL
1146,Data/NORMAL/NORMAL (4).png,4,NORMAL
1147,Data/NORMAL/NORMAL (5).png,5,NORMAL
1148,Data/NORMAL/NORMAL (6).png,6,NORMAL
1149,Data/NORMAL/NORMAL (7).png,7,NORMAL
1150,Data/NORMAL/NORMAL (8).png,8,NORMAL
1151,Data/NORMAL/NORMAL (9).png,9,NORMAL
1152,Data/NORMAL/NORMAL (10).png,10,NORMAL
1153,Data/NORMAL/NORMAL (11).png,11,NORMAL
1154,Data/NORMAL/NORMAL (12).png,12,NORMAL
1155,Data/NORMAL/NORMAL (13).png,13,NORMAL
1156,Data/NORMAL/NORMAL (14).png,14,NORMAL
1157,Data/NORMAL/NORMAL (15).png,15,NORMAL
1158,Data/NORMAL/NORMAL (16).png,16,NORMAL
1159,Data/NORMAL/NORMAL (17).png,17,NORMAL
1160,Data/NORMAL/NORMAL (18).png,18,NORMAL
1161,Data/NORMAL/NORMAL (19).png,19,NORMAL
1162,Data/NORMAL/NORMAL (20).png,20,NORMAL
1163,Data/NORMAL/NORMAL (21).png,21,NORMAL
1164,Data/NORMAL/NORMAL (22).png,22,NORMAL
1165,Data/NORMAL/NORMAL (23).png,23,NORMAL
1166,Data/NORMAL/NORMAL (24).png,24,NORMAL
1167,Data/NORMAL/NORMAL (25).png,25,NORMAL
1168,Data/NORMAL/NORMAL (26).png,26,NORMAL
1169,Data/NORMAL/NORMAL (27).png,27,NORMAL
1170,Data/NORMAL/NORMAL (28).png,28,NORMAL
1171,Data/NORMAL/NORMAL (29).png,29,NORMAL
1172,Data/NORMAL/NORMAL (30).png,30,NORMAL
1173,Data/NORMAL/NORMAL (31).png,31,NORMAL
1174,Data/NORMAL/NORMAL (32).png,32,NORMAL
1175,Data/NORMAL/NORMAL (33).png,33,NORMAL
1176,Data/NORMAL/NORMAL (34).png,34,NORMAL
1177,Data/NORMAL/NORMAL (35).png,35,NORMAL
1178,Data/NORMAL/NORMAL (36).png,36,NORMAL
1179,Data/NORMAL/NORMAL (37).png,37,NORMAL
1180,Data/NORMAL/NORMAL (38).png,38,NORMAL
1181,Data/NORMAL/NORMAL (39).png,39,NORMAL
1182,Data/NORMAL/NORMAL (40).png,40,NORMAL
1183,Data/NORMAL/NORMAL (41).png,41,NORMAL
1184,Data/NORMAL/NORMAL (42).png,42,NORMAL
1185,Data/NORMAL/NORMAL (43).png,43,NORMAL
1186,Data/NORMAL/NORMAL (44).png,44,NORMAL
1187,Data/NORMAL/NORMAL (45).png,45,NORMAL
1188,Data/NORMAL/NORMAL (46).png,46,NORMAL
1189,Data/NORMAL/NORMAL (47).png,47,NORMAL
1190,Data/NORMAL/NORMAL (48).png,48,NORMAL
1191,Data/NORMAL/NORMAL (49).png,49,NORMAL
1192,Data/NORMAL/NORMAL (50).png,50,NORMAL
1193,Data/NORMAL/NORMAL (51).png,51,NORMAL
1194,Data/NORMAL/NORMAL (52).png,52,NORMAL
1195,Data/NORMAL/NORMAL (53).png,53,NORMAL
1196,Data/NORMAL/NORMAL (54).png,54,NORMAL
1197,Data/NORMAL/NORMAL (55).png,55,NORMAL
1198,Data/NORMAL/NORMAL (56).png,56,NORMAL
1199,Data/NORMAL/NORMAL (57).png,57,NORMAL
1200,Data/NORMAL/NORMAL (58).png,58,NORMAL
1201,Data/NORMAL/NORMAL (59).png,59,NORMAL
1202,Data/NORMAL/NORMAL (60).png,60,NORMAL
1203,Data/NORMAL/NORMAL (61).png,61,NORMAL
1204,Data/NORMAL/NORMAL (62).png,62,NORMAL
1205,Data/NORMAL/NORMAL (63).png,63,NORMAL
1206,Data/NORMAL/NORMAL (64).png,64,NORMAL
1207,Data/NORMAL/NORMAL (65).png,65,NORMAL
1208,Data/NORMAL/NORMAL (66).png,66,NORMAL
1209,Data/NORMAL/NORMAL (67).png,67,NORMAL
1210,Data/NORMAL/NORMAL (68).png,68,NORMAL
1211,Data/NORMAL/NORMAL (69).png,69,NORMAL
1212,Data/NORMAL/NORMAL (70).png,70,NORMAL
1213,Data/NORMAL/NORMAL (71).png,71,NORMAL
1214,Data/NORMAL/NORMAL (72).png,72,NORMAL
1215,Data/NORMAL/NORMAL (73).png,73,NORMAL
1216,Data/NORMAL/NORMAL (74).png,74,NORMAL
1217,Data/NORMAL/NORMAL (75).png,75,NORMAL
1218,Data/NORMAL/NORMAL (76).png,76,NORMAL
1219,Data/NORMAL/NORMAL (77).png,77,NORMAL
1220,Data/NORMAL/NORMAL (78).png,78,NORMAL
1221,Data/NORMAL/NORMAL (79).png,79,NORMAL
1222,Data/NORMAL/NORMAL (80).png,80,NORMAL
1223,Data/NORMAL/NORMAL (81).png,81,NORMAL
1224,Data/NORMAL/NORMAL (82).png,82,NORMAL
1225,Data/NORMAL/NORMAL (83).png,83,NORMAL
1226,Data/NORMAL/NORMAL (84).png,84,NORMAL
1227,Data/NORMAL/NORMAL (85).png,85,NORMAL
1228,Data/NORMAL/NORMAL (86).png,86,NORMAL
1229,Data/NORMAL/NORMAL (87).png,87,NORMAL
1230,Data/NORMAL/NORMAL (88).png,88,NORMAL
1231,Data/NORMAL/NORMAL (89).png,89,NORMAL
1232,Data/NORMAL/NORMAL (90).png,90,NORMAL
1233,Data/NORMAL/NORMAL (91).png,91,NORMAL
1234,Data/NORMAL/NORMAL (92).png,92,NORMAL
1235,Data/NORMAL/NORMAL (93).png,93,NORMAL
1236,Data/NORMAL/NORMAL (94).png,94,NORMAL
1237,Data/NORMAL/NORMAL (95)_sketches_all.png,95,NORMAL
1238,Data/NORMAL/NORMAL (95).png,95,NORMAL
1239,Data/NORMAL/NORMAL (96).png,96,NORMAL
1240,Data/NORMAL/NORMAL (97).png,97,NORMAL
1241,Data/NORMAL/NORMAL (98).png,98,NORMAL
1242,Data/NORMAL/NORMAL (99).png,99,NORMAL
1243,Data/NORMAL/NORMAL (100).png,100,NORMAL
1244,Data/NORMAL/NORMAL (101).png,101,NORMAL
1245,Data/NORMAL/NORMAL (102).png,102,NORMAL
1246,Data/NORMAL/NORMAL (103).png,103,NORMAL
1247,Data/NORMAL/NORMAL (104).png,104,NORMAL
1248,Data/NORMAL/NORMAL (105).png,105,NORMAL
1249,Data/NORMAL/NORMAL (106).png,106,NORMAL
1250,Data/NORMAL/NORMAL (107).png,107,NORMAL
1251,Data/NORMAL/NORMAL (108).png,108,NORMAL
1252,Data/NORMAL/NORMAL (109).png,109,NORMAL
1253,Data/NORMAL/NORMAL (110).png,110,NORMAL
1254,Data/NORMAL/NORMAL (111).png,111,NORMAL
1255,Data/NORMAL/NORMAL (112).png,112,NORMAL
1256,Data/NORMAL/NORMAL (113).png,113,NORMAL
1257,Data/NORMAL/NORMAL (114).png,114,NORMAL
1258,Data/NORMAL/NORMAL (115).png,115,NORMAL
1259,Data/NORMAL/NORMAL (116).png,116,NORMAL
1260,Data/NORMAL/NORMAL (117).png,117,NORMAL
1261,Data/NORMAL/NORMAL (118).png,118,NORMAL
1262,Data/NORMAL/NORMAL (119).png,119,NORMAL
1263,Data/NORMAL/NORMAL (120).png,120,NORMAL
1264,Data/NORMAL/NORMAL (121).png,121,NORMAL
1265,Data/NORMAL/NORMAL (122).png,122,NORMAL
1266,Data/NORMAL/NORMAL (123).png,123,NORMAL
1267,Data/NORMAL/NORMAL (124).png,124,NORMAL
1268,Data/NORMAL/NORMAL (125).png,125,NORMAL
1269,Data/NORMAL/NORMAL (126).png,126,NORMAL
1270,Data/NORMAL/NORMAL (127).png,127,NORMAL
1271,Data/NORMAL/NORMAL (128).png,128,NORMAL
1272,Data/NORMAL/NORMAL (129).png,129,NORMAL
1273,Data/NORMAL/NORMAL (130).png,130,NORMAL
1274,Data/NORMAL/NORMAL (131).png,131,NORMAL
1275,Data/NORMAL/NORMAL (132).png,132,NORMAL
1276,Data/NORMAL/NORMAL (133).png,133,NORMAL
1277,Data/NORMAL/NORMAL (134).png,134,NORMAL
1278,Data/NORMAL/NORMAL (135).png,135,NORMAL
1279,Data/NORMAL/NORMAL (136).png,136,NORMAL
1280,Data/NORMAL/NORMAL (137).png,137,NORMAL
1281,Data/NORMAL/NORMAL (138).png,138,NORMAL
1282,Data/NORMAL/NORMAL (139).png,139,NORMAL
1283,Data/NORMAL/NORMAL (140).png,140,NORMAL
1284,Data/NORMAL/NORMAL (141).png,141,NORMAL
1285,Data/NORMAL/NORMAL (142).png,142,NORMAL
1286,Data/NORMAL/NORMAL (143).png,143,NORMAL
1287,Data/NORMAL/NORMAL (144).png,144,NORMAL
1288,Data/NORMAL/NORMAL (145).png,145,NORMAL
1289,Data/NORMAL/NORMAL (146).png,146,NORMAL
1290,Data/NORMAL/NORMAL (147).png,147,NORMAL
1291,Data/NORMAL/NORMAL (148).png,148,NORMAL
1292,Data/NORMAL/NORMAL (149).png,149,NORMAL
1293,Data/NORMAL/NORMAL (150).png,150,NORMAL
1294,Data/NORMAL/NORMAL (151).png,151,NORMAL
1295,Data/NORMAL/NORMAL (152).png,152,NORMAL
1296,Data/NORMAL/NORMAL (153).png,153,NORMAL
1297,Data/NORMAL/NORMAL (154).png,154,NORMAL
1298,Data/NORMAL/NORMAL (155).png,155,NORMAL
1299,Data/NORMAL/NORMAL (156).png,156,NORMAL
1300,Data/NORMAL/NORMAL (157).png,157,NORMAL
1301,Data/NORMAL/NORMAL (158).png,158,NORMAL
1302,Data/NORMAL/NORMAL (159).png,159,NORMAL
1303,Data/NORMAL/NORMAL (160).png,160,NORMAL
1304,Data/NORMAL/NORMAL (161).png,161,NORMAL
1305,Data/NORMAL/NORMAL (162).png,162,NORMAL
1306,Data/NORMAL/NORMAL (163).png,163,NORMAL
1307,Data/NORMAL/NORMAL (164).png,164,NORMAL
1308,Data/NORMAL/NORMAL (165).png,165,NORMAL
1309,Data/NORMAL/NORMAL (166).png,166,NORMAL
1310,Data/NORMAL/NORMAL (167).png,167,NORMAL
1311,Data/NORMAL/NORMAL (168).png,168,NORMAL
1312,Data/NORMAL/NORMAL (169).png,169,NORMAL
1313,Data/NORMAL/NORMAL (170).png,170,NORMAL
1314,Data/NORMAL/NORMAL (171).png,171,NORMAL
1315,Data/NORMAL/NORMAL (172).png,172,NORMAL
1316,Data/NORMAL/NORMAL (173).png,173,NORMAL
1317,Data/NORMAL/NORMAL (174).png,174,NORMAL
1318,Data/NORMAL/NORMAL (175).png,175,NORMAL
1319,Data/NORMAL/NORMAL (176).png,176,NORMAL
1320,Data/NORMAL/NORMAL (177).png,177,NORMAL
1321,Data/NORMAL/NORMAL (178).png,178,NORMAL
1322,Data/NORMAL/NORMAL (179).png,179,NORMAL
1323,Data/NORMAL/NORMAL (180).png,180,NORMAL
1324,Data/NORMAL/NORMAL (181).png,181,NORMAL
1325,Data/NORMAL/NORMAL (182).png,182,NORMAL
1326,Data/NORMAL/NORMAL (183).png,183,NORMAL
1327,Data/NORMAL/NORMAL (184).png,184,NORMAL
1328,Data/NORMAL/NORMAL (185).png,185,NORMAL
1329,Data/NORMAL/NORMAL (186).png,186,NORMAL
1330,Data/NORMAL/NORMAL (187).png,187,NORMAL
1331,Data/NORMAL/NORMAL (188).png,188,NORMAL
1332,Data/NORMAL/NORMAL (189).png,189,NORMAL
1333,Data/NORMAL/NORMAL (190).png,190,NORMAL
1334,Data/NORMAL/NORMAL (191).png,191,NORMAL
1335,Data/NORMAL/NORMAL (192).png,192,NORMAL
1336,Data/NORMAL/NORMAL (193).png,193,NORMAL
1337,Data/NORMAL/NORMAL (194).png,194,NORMAL
1338,Data/NORMAL/NORMAL (195).png,195,NORMAL
1339,Data/NORMAL/NORMAL (196).png,196,NORMAL
1340,Data/NORMAL/NORMAL (197).png,197,NORMAL
1341,Data/NORMAL/NORMAL (198).png,198,NORMAL
1342,Data/NORMAL/NORMAL (199).png,199,NORMAL
1343,Data/NORMAL/NORMAL (200).png,200,NORMAL
1344,Data/NORMAL/NORMAL (201).png,201,NORMAL
1345,Data/NORMAL/NORMAL (202).png,202,NORMAL
1346,Data/NORMAL/NORMAL (203).png,203,NORMAL
1347,Data/NORMAL/NORMAL (204).png,204,NORMAL
1348,Data/NORMAL/NORMAL (205).png,205,NORMAL
1349,Data/NORMAL/NORMAL (206).png,206,NORMAL
1350,Data/NORMAL/NORMAL (207).png,207,NORMAL
1351,Data/NORMAL/NORMAL (208).png,208,NORMAL
1352,Data/NORMAL/NORMAL (209).png,209,NORMAL
1353,Data/NORMAL/NORMAL (210).png,210,NORMAL
1354,Data/NORMAL/NORMAL (211).png,211,NORMAL
1355,Data/NORMAL/NORMAL (212).png,212,NORMAL
1356,Data/NORMAL/NORMAL (213).png,213,NORMAL
1357,Data/NORMAL/NORMAL (214).png,214,NORMAL
1358,Data/NORMAL/NORMAL (215).png,215,NORMAL
1359,Data/NORMAL/NORMAL (216).png,216,NORMAL
1360,Data/NORMAL/NORMAL (217).png,217,NORMAL
1361,Data/NORMAL/NORMAL (218).png,218,NORMAL
1362,Data/NORMAL/NORMAL (219).png,219,NORMAL
1363,Data/NORMAL/NORMAL (220).png,220,NORMAL
1364,Data/NORMAL/NORMAL (221).png,221,NORMAL
1365,Data/NORMAL/NORMAL (222).png,222,NORMAL
1366,Data/NORMAL/NORMAL (223).png,223,NORMAL
1367,Data/NORMAL/NORMAL (224).png,224,NORMAL
1368,Data/NORMAL/NORMAL (225).png,225,NORMAL
1369,Data/NORMAL/NORMAL (226).png,226,NORMAL
1370,Data/NORMAL/NORMAL (227).png,227,NORMAL
1371,Data/NORMAL/NORMAL (228).png,228,NORMAL
1372,Data/NORMAL/NORMAL (229).png,229,NORMAL
1373,Data/NORMAL/NORMAL (230).png,230,NORMAL
1374,Data/NORMAL/NORMAL (231).png,231,NORMAL
1375,Data/NORMAL/NORMAL (232).png,232,NORMAL
1376,Data/NORMAL/NORMAL (233).png,233,NORMAL
1377,Data/NORMAL/NORMAL (234).png,234,NORMAL
1378,Data/NORMAL/NORMAL (235).png,235,NORMAL
1379,Data/NORMAL/NORMAL (236).png,236,NORMAL
1380,Data/NORMAL/NORMAL (237).png,237,NORMAL
1381,Data/NORMAL/NORMAL (238).png,238,NORMAL
1382,Data/NORMAL/NORMAL (239).png,239,NORMAL
1383,Data/NORMAL/NORMAL (240).png,240,NORMAL
1384,Data/NORMAL/NORMAL (241).png,241,NORMAL
1385,Data/NORMAL/NORMAL (242).png,242,NORMAL
1386,Data/NORMAL/NORMAL (243).png,243,NORMAL
1387,Data/NORMAL/NORMAL (244).png,244,NORMAL
1388,Data/NORMAL/NORMAL (245).png,245,NORMAL
1389,Data/NORMAL/NORMAL (246).png,246,NORMAL
1390,Data/NORMAL/NORMAL (247).png,247,NORMAL
1391,Data/NORMAL/NORMAL (248).png,248,NORMAL
1392,Data/NORMAL/NORMAL (249).png,249,NORMAL
1393,Data/NORMAL/NORMAL (250).png,250,NORMAL
1394,Data/NORMAL/NORMAL (251).png,251,NORMAL
1395,Data/NORMAL/NORMAL (252).png,252,NORMAL
1396,Data/NORMAL/NORMAL (253).png,253,NORMAL
1397,Data/NORMAL/NORMAL (254).png,254,NORMAL
1398,Data/NORMAL/NORMAL (255).png,255,NORMAL
1399,Data/NORMAL/NORMAL (256).png,256,NORMAL
1400,Data/NORMAL/NORMAL (257).png,257,NORMAL
1401,Data/NORMAL/NORMAL (258).png,258,NORMAL
1402,Data/NORMAL/NORMAL (259).png,259,NORMAL
1403,Data/NORMAL/NORMAL (260).png,260,NORMAL
1404,Data/NORMAL/NORMAL (261).png,261,NORMAL
1405,Data/NORMAL/NORMAL (262).png,262,NORMAL
1406,Data/NORMAL/NORMAL (263).png,263,NORMAL
1407,Data/NORMAL/NORMAL (264).png,264,NORMAL
1408,Data/NORMAL/NORMAL (265).png,265,NORMAL
1409,Data/NORMAL/NORMAL (266).png,266,NORMAL
1410,Data/NORMAL/NORMAL (267).png,267,NORMAL
1411,Data/NORMAL/NORMAL (268).png,268,NORMAL
1412,Data/NORMAL/NORMAL (269).png,269,NORMAL
1413,Data/NORMAL/NORMAL (270).png,270,NORMAL
1414,Data/NORMAL/NORMAL (271).png,271,NORMAL
1415,Data/NORMAL/NORMAL (272).png,272,NORMAL
1416,Data/NORMAL/NORMAL (273).png,273,NORMAL
1417,Data/NORMAL/NORMAL (274).png,274,NORMAL
1418,Data/NORMAL/NORMAL (275).png,275,NORMAL
1419,Data/NORMAL/NORMAL (276).png,276,NORMAL
1420,Data/NORMAL/NORMAL (277).png,277,NORMAL
1421,Data/NORMAL/NORMAL (278).png,278,NORMAL
1422,Data/NORMAL/NORMAL (279).png,279,NORMAL
1423,Data/NORMAL/NORMAL (280).png,280,NORMAL
1424,Data/NORMAL/NORMAL (281).png,281,NORMAL
1425,Data/NORMAL/NORMAL (282).png,282,NORMAL
1426,Data/NORMAL/NORMAL (283).png,283,NORMAL
1427,Data/NORMAL/NORMAL (284).png,284,NORMAL
1428,Data/NORMAL/NORMAL (285).png,285,NORMAL
1429,Data/NORMAL/NORMAL (286).png,286,NORMAL
1430,Data/NORMAL/NORMAL (287).png,287,NORMAL
1431,Data/NORMAL/NORMAL (288).png,288,NORMAL
1432,Data/NORMAL/NORMAL (289).png,289,NORMAL
1433,Data/NORMAL/NORMAL (290).png,290,NORMAL
1434,Data/NORMAL/NORMAL (291).png,291,NORMAL
1435,Data/NORMAL/NORMAL (292).png,292,NORMAL
1436,Data/NORMAL/NORMAL (293).png,293,NORMAL
1437,Data/NORMAL/NORMAL (294).png,294,NORMAL
1438,Data/NORMAL/NORMAL (295).png,295,NORMAL
1439,Data/NORMAL/NORMAL (296).png,296,NORMAL
1440,Data/NORMAL/NORMAL (297).png,297,NORMAL
1441,Data/NORMAL/NORMAL (298).png,298,NORMAL
1442,Data/NORMAL/NORMAL (299).png,299,NORMAL
1443,Data/NORMAL/NORMAL (300).png,300,NORMAL
1444,Data/NORMAL/NORMAL (301).png,301,NORMAL
1445,Data/NORMAL/NORMAL (302).png,302,NORMAL
1446,Data/NORMAL/NORMAL (303).png,303,NORMAL
1447,Data/NORMAL/NORMAL (304).png,304,NORMAL
1448,Data/NORMAL/NORMAL (305).png,305,NORMAL
1449,Data/NORMAL/NORMAL (306).png,306,NORMAL
1450,Data/NORMAL/NORMAL (307).png,307,NORMAL
1451,Data/NORMAL/NORMAL (308).png,308,NORMAL
1452,Data/NORMAL/NORMAL (309).png,309,NORMAL
1453,Data/NORMAL/NORMAL (310).png,310,NORMAL
1454,Data/NORMAL/NORMAL (311).png,311,NORMAL
1455,Data/NORMAL/NORMAL (312).png,312,NORMAL
1456,Data/NORMAL/NORMAL (313).png,313,NORMAL
1457,Data/NORMAL/NORMAL (314).png,314,NORMAL
1458,Data/NORMAL/NORMAL (315).png,315,NORMAL
1459,Data/NORMAL/NORMAL (316).png,316,NORMAL
1460,Data/NORMAL/NORMAL (317).png,317,NORMAL
1461,Data/NORMAL/NORMAL (318).png,318,NORMAL
1462,Data/NORMAL/NORMAL (319).png,319,NORMAL
1463,Data/NORMAL/NORMAL (320).png,320,NORMAL
1464,Data/NORMAL/NORMAL (321).png,321,NORMAL
1465,Data/NORMAL/NORMAL (322).png,322,NORMAL
1466,Data/NORMAL/NORMAL (323).png,323,NORMAL
1467,Data/NORMAL/NORMAL (324).png,324,NORMAL
1468,Data/NORMAL/NORMAL (325).png,325,NORMAL
1469,Data/NORMAL/NORMAL (326).png,326,NORMAL
1470,Data/NORMAL/NORMAL (327).png,327,NORMAL
1471,Data/NORMAL/NORMAL (328).png,328,NORMAL
1472,Data/NORMAL/NORMAL (329).png,329,NORMAL
1473,Data/NORMAL/NORMAL (330).png,330,NORMAL
1474,Data/NORMAL/NORMAL (331).png,331,NORMAL
1475,Data/NORMAL/NORMAL (332).png,332,NORMAL
1476,Data/NORMAL/NORMAL (333).png,333,NORMAL
1477,Data/NORMAL/NORMAL (334).png,334,NORMAL
1478,Data/NORMAL/NORMAL (335).png,335,NORMAL
1479,Data/NORMAL/NORMAL (336).png,336,NORMAL
1480,Data/NORMAL/NORMAL (337).png,337,NORMAL
1481,Data/NORMAL/NORMAL (338).png,338,NORMAL
1482,Data/NORMAL/NORMAL (339).png,339,NORMAL
1483,Data/NORMAL/NORMAL (340).png,340,NORMAL
1484,Data/NORMAL/NORMAL (341).png,341,NORMAL
1485,Data/NORMAL/NORMAL (342).png,342,NORMAL
1486,Data/NORMAL/NORMAL (343).png,343,NORMAL
1487,Data/NORMAL/NORMAL (344).png,344,NORMAL
1488,Data/NORMAL/NORMAL (345).png,345,NORMAL
1489,Data/NORMAL/NORMAL (346).png,346,NORMAL
1490,Data/NORMAL/NORMAL (347).png,347,NORMAL
1491,Data/NORMAL/NORMAL (348).png,348,NORMAL
1492,Data/NORMAL/NORMAL (349).png,349,NORMAL
1493,Data/NORMAL/NORMAL (350).png,350,NORMAL
1494,Data/NORMAL/NORMAL (351).png,351,NORMAL
1495,Data/NORMAL/NORMAL (352).png,352,NORMAL
1496,Data/NORMAL/NORMAL (353).png,353,NORMAL
1497,Data/NORMAL/NORMAL (354).png,354,NORMAL
1498,Data/NORMAL/NORMAL (355).png,355,NORMAL
1499,Data/NORMAL/NORMAL (356).png,356,NORMAL
